path,sha256,origin,source_commit,author,classification,license,decision,reviewer,evidence
scripts/verify_release.py,e9e03a459cacb116a60aff621d706c5f6cae4d15a5f26a9cb82bfd908e41d5d8,HubICG Community release candidate,43a9e1396b6ed314c34c93c600cfd8877e805c7b,Paulo Cesar Benjamin Junior,first-party,AGPL-3.0-only,approved,Paulo Cesar Benjamin Junior,git:43a9e1396b6ed314c34c93c600cfd8877e805c7b
scripts/verify_reproducible_build.py,45d0b9b814d284089e7c99090721a93998d149730c44e3748045c4a8df3323d6,HubICG Community release candidate,43a9e1396b6ed314c34c93c600cfd8877e805c7b,Paulo Cesar Benjamin Junior,first-party,AGPL-3.0-only,approved,Paulo Cesar Benjamin Junior,git:43a9e1396b6ed314c34c93c600cfd8877e805c7b
src/hubicg/__init__.py,17e6d08e8db9b2c41dff6e0dbeacb9337b78885ece0f5b7f8d172309c4a49adc,HubICG Community release candidate,43a9e1396b6ed314c34c93c600cfd8877e805c7b,Paulo Cesar Benjamin Junior,first-party,AGPL-3.0-only,approved,Paulo Cesar Benjamin Junior,git:43a9e1396b6ed314c34c93c600cfd8877e805c7b
src/hubicg/__main__.py,6d8b7d7846a845059d7a3107143f11131f63c5511d669b44085b15ec5e3d2279,HubICG Community release candidate,43a9e1396b6ed314c34c93c600cfd8877e805c7b,Paulo Cesar Benjamin Junior,first-party,AGPL-3.0-only,approved,Paulo Cesar Benjamin Junior,git:43a9e1396b6ed314c34c93c600cfd8877e805c7b
src/hubicg/change_evidence.py,80254b0bf668caee3d7a7b6622064c4c7998e7af8a1c585d37a2d5282be8a336,HubICG Community release candidate,43a9e1396b6ed314c34c93c600cfd8877e805c7b,Paulo Cesar Benjamin Junior,first-party,AGPL-3.0-only,approved,Paulo Cesar Benjamin Junior,git:43a9e1396b6ed314c34c93c600cfd8877e805c7b
src/hubicg/cli.py,ffdedd6bbbab0fd0640929f016165716210667fbd07271f681a0ae886bbecec0,HubICG Community release candidate,43a9e1396b6ed314c34c93c600cfd8877e805c7b,Paulo Cesar Benjamin Junior,first-party,AGPL-3.0-only,approved,Paulo Cesar Benjamin Junior,git:43a9e1396b6ed314c34c93c600cfd8877e805c7b
src/hubicg/filenames.py,916ef6e4da34f07626beee11c220038301435bc155dd960accae1014db28981a,HubICG Community release candidate,43a9e1396b6ed314c34c93c600cfd8877e805c7b,Paulo Cesar Benjamin Junior,first-party,AGPL-3.0-only,approved,Paulo Cesar Benjamin Junior,git:43a9e1396b6ed314c34c93c600cfd8877e805c7b
src/hubicg/role_schema.py,67e8cbf8d64181be57276809fb322ba00b0b80a545b04fcc3705530b4d31182a,HubICG Community release candidate,43a9e1396b6ed314c34c93c600cfd8877e805c7b,Paulo Cesar Benjamin Junior,first-party,AGPL-3.0-only,approved,Paulo Cesar Benjamin Junior,git:43a9e1396b6ed314c34c93c600cfd8877e805c7b
src/hubicg/role_selection.py,2e53442f9f2e5bd3dbd5ae61b7976611bcc24abe6d327a8a59121bbc7cf2252f,HubICG Community release candidate,43a9e1396b6ed314c34c93c600cfd8877e805c7b,Paulo Cesar Benjamin Junior,first-party,AGPL-3.0-only,approved,Paulo Cesar Benjamin Junior,git:43a9e1396b6ed314c34c93c600cfd8877e805c7b
src/hubicg/role_store.py,a6497897ce7af3b5befc5d30666e788c17acf34dcbbd39d37a4289eb3cfb5281,HubICG Community release candidate,43a9e1396b6ed314c34c93c600cfd8877e805c7b,Paulo Cesar Benjamin Junior,first-party,AGPL-3.0-only,approved,Paulo Cesar Benjamin Junior,git:43a9e1396b6ed314c34c93c600cfd8877e805c7b
tests/test_cli.py,1b454c8c36d7163d5d937277a80efac9f026f1e1450d8bf370b451df97d84ccf,HubICG Community release candidate,43a9e1396b6ed314c34c93c600cfd8877e805c7b,Paulo Cesar Benjamin Junior,first-party,AGPL-3.0-only,approved,Paulo Cesar Benjamin Junior,git:43a9e1396b6ed314c34c93c600cfd8877e805c7b
